external_id,baslik,mevcut_kategori,oneri_kategori,primary_error,secondary_error,is_boundary_case,boundary_competing_class,boundary_rationale,Manuel_Gerekce
1404480,CAD/CAM Blokların Simantasyonundan Önce Kavite Dezenfektanı Kullanımının Makaslama Bağlanma Dayanımı Üzerindeki Etkisinin İncelenmesi,Diş Hekimliği,Polimer Bilimi,Object/material -> discipline confusion,,False,,,"Farklı CAD/CAM restoratif bloklarının (Celtra Duo, Vita Enamic, Tetric CAD) rezin simanlar (Variolink DC/LC) ile dentine simantasyonunda klorheksidin kavite dezenfektanının makaslama bağlanma dayanımı ve kırılma paternleri üzerindeki etkisinin incelendiği doğrudan bir protetik/restoratif diş hekimliği araştırmasıdır; çalışmada polimer sentezi veya polimer mühendisliği bulunmayıp modelin 'Polimer Bilimi' önerisi dental rezin siman materyalinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Diş Hekimliği' etiketi eksiksiz ve tamdır."
1388568,"Türkiye’den Nadir Bir Boynuzluot Türü Üzerine Notlar: Phymatoceros bulbiculosus (Brot.) Stotler, W.T. Doyle & Crand.-Stotl. (Anthocerotophyta)",Biyoloji,Veterinerlik,Keyword / surface-form trap,Cross-domain transfer,True,Cross-domain transfer,İlkel kara bitkisinin Türkçe adındaki 'boynuz' kelimesi boynuzlu hayvan sanılarak bitkiden veterinerliğe aktarılmıştır.,"İlkel kara bitkilerinden olan boynuzlu otlara (Anthocerotophyta / briyofitler) ait Phymatoceros bulbiculosus türünün morfolojik özellikleri, tüber yapısı ve teşhis anahtarının incelendiği doğrudan bir temel botanik ve bitki taksonomisi araştırmasıdır; çalışmada hayvan anatomisi veya veteriner hekimlik bulunmayıp modelin 'Veterinerlik' önerisi bitkinin Türkçe adındaki 'boynuz' kelimesinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Biyoloji' (Botanik) kategorisi eksiksiz ve tamdır."
1390843,Evaluation of reaction time: A pilot study on the concurrent validity of the Smart Speed® device,"Rehabilitasyon, Spor Bilimleri","Malzeme Bilimleri, Özellik ve Test",Method -> discipline confusion,Keyword / surface-form trap,False,,,"Reaksiyon süresi ve motor performansın ölçümünde Smart Speed® ve BlazePod™ cihazlarının Nelson Ayak Reaksiyon Testi ve denge testleriyle (mSBT, OLBT) eşzamanlı geçerliliğinin incelendiği doğrudan bir spor bilimleri, biyomekanik ve fizyoterapi/rehabilitasyon araştırmasıdır; çalışmada mekanik/fiziksel malzeme testi bulunmayıp modelin 'Malzeme Bilimleri, Özellik ve Test' önerisi cihaz ve test anahtar kelimelerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Rehabilitasyon, Spor Bilimleri' etiketleri kusursuz ve tamdır."
1346820,TOPKAPI SARAYI MÜZESİ KÜTÜPHANESİ III. AHMED KİTAPLIĞINA AİT “SİTTE-İ ATTAR” ADLI YAZMA ESERİN CİLT TEZYİNATI,"Bilgi, Belge Yönetimi, Sanat","Mühendislik, Deniz",Semantic hub / unrelated semantic drift,,False,,,Geleneksel el sanatları ve ciltleme sanatı analizidir; mevcut etiketler uygundur (Deniz önerisi hub hatasıdır).
1246160,Ontolojik Sınıflandırma Sorunu: E. J. Lowe ve Nesne Kategorisi,"Bilim Felsefesi ve Tarihi, Felsefe, Mantık",İstatistik ve Olasılık,Method -> discipline confusion,,False,,,"E. J. Lowe'un dört kategorili ontoloji kuramının felsefi ve mantıksal çözümlemesidir; ""sınıflandırma/nesne"" kavramları modeli İstatistik ve Olasılık alanına yanıltmıştır. Mevcut Felsefe/Mantık etiketleri doğrudur."
1396142,Investigation of antimicrobial and antioxidant activities of Achillea setacea Waldst. et Kit. extracts and extract loaded gel formulation,"Farmakoloji ve Eczacılık, Kimya, Tıbbi",Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Object/material -> discipline confusion,,False,,,"Achillea setacea ekstraktlarının antioksidan ve antimikrobiyal aktivitelerinin belirlenmesi, kloroform fraksiyonunun aljinat polimeriyle farmasötik jel formülasyonuna dönüştürülmesi, FTIR yapısal karakterizasyonu ve in vitro salım testlerinin incelendiği doğrudan bir farmasötik teknoloji, farmakognozi ve farmakoloji araştırmasıdır; çalışmada biyoproses veya mikrobiyal genetik/biyoteknoloji bulunmayıp modelin 'Biyoteknoloji ve Uygulamalı Mikrobiyoloji' önerisi standart antimikrobiyal duyarlılık testlerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Farmakoloji ve Eczacılık, Kimya, Tıbbi' etiketleri eksiksiz ve tamdır."
1340804,Kovid-19 Hastalığında Kullanılan İlaç Etken Maddesi Molnupiravirin Elektrokimyasal Yöntemlerle Belirlenmesi,"Toksikoloji, Kimya, Analitik",Enfeksiyon Hastalıkları,Neighboring discipline drift,,False,,,"COVID-19 tedavisinde kullanılan antiviral ilaç molnupiravirin (MLP) tayini için MWCNT destekli ferrit nanopartikül modifiye camımsı karbon elektrot (CrFe2O4@MWCNT) tabanlı elektrokimyasal sensör geliştirilmesi, voltammetrik analizleri (CV, DPV) ve girişim çalışmalarının incelendiği doğrudan bir analitik kimya, elektrokimya ve nanomalzeme araştırmasıdır; çalışmada klinik hasta takibi veya bulaşıcı hastalık patogenezi bulunmayıp modelin 'Enfeksiyon Hastalıkları' önerisi antiviral etken madde bağlamından kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Kimya, Analitik' ve farmasötik/toksikolojik omurga yeterlidir."
1396141,"Antioxidant, antiproliferative and antimicrobial activities of three lichens: Ramalina fastigiata, Xanthoria parietina, Aspicilia intermutans","Farmakoloji ve Eczacılık, Kimya, Tıbbi",Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Object/material -> discipline confusion,,False,,,"Üç farklı liken türünün (Ramalina fastigiata, Xanthoria parietina, Aspicilia intermutans) antioksidan (DPPH, ABTS, FRAP), HeLa kanser hücre hattında antiproliferatif/sitotoksisite ve bakteriyel suşlara karşı MİK antimikrobiyal aktivitelerinin incelendiği doğrudan bir farmakognozi, doğal ürünler kimyası ve farmakoloji araştırmasıdır; çalışmada mikrobiyal biyoteknoloji, fermentasyon veya genetik süreçler bulunmayıp modelin 'Biyoteknoloji ve Uygulamalı Mikrobiyoloji' önerisi standart antimikrobiyal ve biyolojik aktivite testlerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Farmakoloji ve Eczacılık, Kimya, Tıbbi' etiketleri kusursuz ve tamdır."
1177921,Investigations on the incidence of deafness in Van cats and its distribution by eye color,"Biyoloji, Kuş Bilimi, Veterinerlik","Kulak, Burun, Boğaz",Cross-domain transfer,Keyword / surface-form trap,True,Keyword / surface-form trap,"Kertenkele göz refleksi veya Van kedisi sağırlığında klinik organ adları ('ocular/blinking', 'deafness') kelime tuzağı oluşturarak beşeri tıbba transferi tetiklemiştir.","Van kedilerinde ABR (Auditory Brainstem Response) cihazıyla işitme eşiklerinin ve sağırlık insidansının göz rengiyle ilişkisinin araştırıldığı ve hayvan ıslahına yönelik sonuçların sunulduğu doğrudan bir veteriner hekimliği ve hayvan genetiği araştırmasıdır; mevcut kategorideki 'Kuş Bilimi' etiketi sistemsel çöp veri olup modelin 'Kulak, Burun, Boğaz' önerisi insan hekimliği KBB alanına ait bir model yanılgısıdır (FP-1). Mevcut 'Veterinerlik' ana disiplini tam ve doğrudur."
1351162,"Türkiye’de Karadeniz Bölgesi Meşe Ormanlarından Nadir Bir Mantar olan Calonarius fulvocitrinus’un (Cortinariaceae, Agaricales) ilk defa Belirlenmesi",Mantar Bilimi,Bahçe Bitkileri,Neighboring discipline drift,,False,,,"Karadeniz Bölgesi meşe ormanlarında tespit edilen Calonarius fulvocitrinus mantar türünün morfolojik özellikleri ve nrITS filogenetik dizi analizleriyle Türkiye mikobiyotası için ilk kez yeni kayıt olarak tanımlandığı doğrudan bir mikoloji (mantar bilimi), fungal taksonomi ve moleküler filogeni araştırmasıdır; çalışmada kültür bahçe bitkileri veya meyve/sebze yetiştiriciliği bulunmayıp modelin 'Bahçe Bitkileri' önerisi orman/habitat ilişkisinden kaynaklanan klasik bir model yanılgısıdır (FP-1). Mevcut 'Mantar Bilimi' kategorisi eksiksiz ve kusursuzdur."
1374141,Isoëtes volkanii (Isoëtaceae): A new aquatic quillworts from Türkiye,"Biyoloji, Biyoloji Çeşitliliğinin Korunması",Bahçe Bitkileri,Neighboring discipline drift,,False,,,Türkiye'den yeni bir sucul eğreltiotu (Isoëtes) türünün keşfi ve taksonomik botanik tanımıdır; modelin 'Bahçe Bitkileri' önerisi yabani flora/taksonomi için hatalı bir ziraat yanılgısıdır (FP-1). Mevcut Biyoloji ve Biyolojik Çeşitlilik etiketleri tam ve doğrudur.
1397143,Sosyal Medya Meydan Okumaları Yaşamı mı Ölümü mü Belirliyor? Yoğun Bakımda İzlenen İki Ergen Olgu,"Acil Tıp, Pediatri, Yoğun Bakım, Tıp",Edebi Teori ve Eleştiri,Semantic hub / unrelated semantic drift,Context/domain transfer,True,Context/domain transfer,Sosyal medya meydan okuması sonucu yoğun bakıma kaldırılan ergenler çalışması; sosyal medya bağlamı modeli edebiyat eleştirisine sürüklemiştir.,"Sosyal medya meydan okumaları (challenge) sonucu yoğun bakıma kaldırılan ergenlerin klinik ve toksikolojik olgu sunumudur; model hatalı şekilde ""Edebi Teori"" önermiştir. Mevcut Acil Tıp, Pediatri ve Yoğun Bakım etiketleri doğrudur."
1380416,Otizm Spektrum Bozukluğu Tanısında Öznitelik Seçimi Yoluyla Farklı Sınıflandırıcıların Karşılaştırılması,"Bilgisayar Bilimleri, Yapay Zeka, Pediatri, Tıbbi İnformatik",Psikoloji,Neighboring discipline drift,Method -> discipline confusion,True,Method -> discipline confusion,"Otizm tanısında makine öğrenmesi kullanımı; tıp informatiği, bilgisayar bilimleri ve psikoloji kesişimindedir.","Otizm tanısında makine öğrenimi algoritmaları ve öznitelik seçimi kıyaslamasıdır; teknik biyomedikal ve yapay zekâ çalışması olup modelin sosyal ""Psikoloji"" önerisi yanılgıdır. Mevcut Yapay Zeka ve Tıbbi İnformatik etiketleri doğrudur."
1393324,Akademisyen Annelerin Doğum İzni Sonrası İşe Dönüş Deneyimleri Üzerine Bir Çalışma,"Aile Çalışmaları, Sosyoloji",Kadın Hastalıkları ve Doğum,Keyword / surface-form trap,Context/domain transfer,True,Context/domain transfer,"Doğum âdeti, doğum izni veya bebek beslenmesi sosyal yaşam bağlamıdır; ancak 'doğum/bebek' kelimesi tek başına tıp branşını tetikleyen sözcük tuzağıdır.","Akademisyen annelerin doğum sonrası iş yaşamına dönüş deneyimlerinin çalışma sosyolojisi ve nitel görüşme analizidir; ""doğum izni"" ifadesi modeli klinik Kadın Hastalıkları ve Doğum alanına yanıltmıştır. Mevcut Aile Çalışmaları ve Sosyoloji etiketleri doğrudur."
1401749,Tuning Magnetic Properties in Bi-2212 via Praseodymium Substitution,"Fizik, Katı Hal",Metalürji Mühendisliği,Object/material -> discipline confusion,Keyword / surface-form trap,False,,,"Sol-jel yöntemiyle sentezlenen Pr katkılı Bi-2212 (Bi2Sr2CaCu2O8+δ) yüksek sıcaklık süperiletken seramiklerinde manyetik duyarlılık, Curie-Weiss sıcaklığı, etkin manyetik moment ve paramanyetik faz geçişlerinin incelendiği doğrudan bir katı hal fiziği, süperiletkenlik ve manyetizma araştırmasıdır; çalışmada metal ekstraksiyonu veya klasik metalurjik süreçler bulunmayıp modelin 'Metalürji Mühendisliği' önerisi seramik sentezi ve katkılama terimlerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Fizik, Katı Hal' kategorisi eksiksiz ve tamdır."
1396895,Türkiye’deki Siber Güvenlik Politikalarında Yeni Bir Kurumsal Oluşum: Siber Güvenlik Başkanlığı,"Kamu Yönetimi, Siyasi Bilimler","Bilgisayar Bilimleri, Sibernitik",Research topic -> discipline confusion,Keyword / surface-form trap,True,Keyword / surface-form trap,Başlıktaki 'yapay zekâ' veya 'robot' ifadesi hem bir kelime tuzağı hem de sosyal bilimin teknik araştırma konusunu incelemesinden kaynaklanan epistemik karışmadır.,"Cumhurbaşkanlığı Kararnamesi ile kurulan Siber Güvenlik Başkanlığı'nın idari ve kurumsal politika analizidir; ""siber güvenlik"" kelimesi modeli hatalı şekilde teknik Bilgisayar Bilimleri alanına yanıltmıştır (Kamu Yönetimi konusudur)."
1342681,Blooming chemistry: Vinca as your pocket-friendly pH indicator,"Biyoloji, Kimya, Analitik",Bahçe Bitkileri,Neighboring discipline drift,,False,,,"Vinca çiçeklerinden ekstrakte edilen antosiyanin pigmentlerinin asit-baz titrasyonlarında sentetik indikatörlere (fenolftalein, metil oranj vb.) alternatif doğal ve çevre dostu bir pH indikatörü olarak kullanımı, renk değişim mekanizmaları ve UV-Vis spektroskopik karakterizasyonunun incelendiği doğrudan bir analitik kimya ve biyokimya araştırmasıdır; çalışmada süs bitkisi veya bahçe bitkileri yetiştiriciliği bulunmayıp modelin 'Bahçe Bitkileri' önerisi çiçeğin adından kaynaklanan klasik bir model yanılgısıdır (FP-1). Mevcut 'Biyoloji, Kimya, Analitik' etiketleri uygundur."
1384960,Sel Kurtarma Ekiplerinde Afet Müdahale Eğitimine Yönelik Temel Becerilerin ve Ölçme Parametrelerinin Belirlenmesi: Bir Delphi Çalışması,"Hemşirelik, Sağlık Politikaları ve Hizmetleri, Çevre Çalışmaları","Malzeme Bilimleri, Özellik ve Test",Keyword / surface-form trap,,False,,,"Sel ve afet kurtarma ekiplerinin acil durum eğitimi ve ölçme parametrelerinin Delphi panel çalışmasıdır; model yanılarak teknik ""Malzeme Test"" alanı önermiştir. Mevcut Sağlık Hizmetleri/Afet Yönetimi etiketleri doğrudur."
1404370,"CİBALİ TÜTÜN FABRİKASI’NDA KADIN EMEĞİ, TOPLUMSAL HAFIZA VE MÜZİK","Kadın Araştırmaları, Müzik, Sosyoloji, Tarih","Malzeme Bilimleri, Tekstil",Context/domain transfer,Keyword / surface-form trap,True,Keyword / surface-form trap,Tütün fabrikası kadın işçiliği çalışma bağlamıdır; 'fabrika/tütün' kelimeleri tekstil önerisine yol açmıştır.,"Cibali Tütün Fabrikası'nda kadın işçilerin sözlü tarihi, toplumsal hafızası ve tütün şarkılarının sosyokültürel analizidir; ""fabrika/tütün"" kelimeleri modeli teknik Tekstil Malzeme Bilimlerine yanıltmıştır. Mevcut Sosyoloji, Tarih ve Müzik etiketleri tam ve doğrudur."
1381552,Tire Necippaşa Kütüphanesi,"Bilgi, Belge Yönetimi, Tarih","Mühendislik, Makine",Semantic hub / unrelated semantic drift,,False,,,"Tire Necippaşa Kütüphanesi'nin tarihi, vakfiyesi ve yazma eser koleksiyonunun tanıtımıdır; model tamamen ilgisiz şekilde ""Mühendislik, Makine"" önermiştir. Mevcut Bilgi, Belge Yönetimi ve Tarih etiketleri doğrudur."
1388570,Çankırı Karatekin Üniversitesi Uluyazı Kampüsü Karayosunu Florası (Çankırı-Türkiye),Biyoloji,Bahçe Bitkileri,Neighboring discipline drift,,False,,,"Çankırı Karatekin Üniversitesi kampüsündeki karayosunlarının (Bryophyta / briyofitler) taksonomik teşhisi, floristik çeşitliliği ve yeni kayıtlarının (Tortula bolanderi) belirlendiği doğrudan bir temel botanik, briyoloji ve biyolojik taksonomi araştırmasıdır; çalışmada meyve, sebze, bağcılık veya süs bitkileri yetiştiriciliği bulunmayıp modelin 'Bahçe Bitkileri' önerisi bitki ve kampüs florası kavramlarından kaynaklanan klasik bir model yanılgısıdır (FP-1). Mevcut 'Biyoloji' (veya Bitki Bilimleri/Botanik) omurgası kusursuz ve tamdır."
1400391,Molecularly imprinted polymer-based electrochemical sensors for the analysis of antiviral drugs used in SARS-CoV-2: Innovations and recent applications,"Farmakoloji ve Eczacılık, Kimya, Analitik",Tıbbi Laboratuar Teknolojisi,Neighboring discipline drift,Keyword / surface-form trap,False,,,"COVID-19 tedavisinde kullanılan antiviral ilaçların (favipiravir, remdesivir vb.) farmasötik ve biyolojik ortamlardaki tayini için geliştirilen moleküler baskılanmış polimer (MIP) tabanlı elektrokimyasal sensörlerin tasarım ve analitik uygulamalarını inceleyen doğrudan bir analitik kimya, elektrokimya ve farmasötik analiz araştırmasıdır; çalışmada klinik laboratuvar rutin test süreçleri bulunmayıp modelin 'Tıbbi Laboratuar Teknolojisi' önerisi biyolojik örneklerdeki ilaç analizi ifadesinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Farmakoloji ve Eczacılık, Kimya, Analitik' etiketleri kusursuz ve tamdır."
1374526,"Sinema ve Estetik Alanında Bibliyometrik Analiz: Eğilimler, Aktörler ve Gelecek Yönelimler","Film, Radyo, Televizyon, Sanat","Malzeme Bilimleri, Kaplamalar ve Filmler",Polysemy / sense confusion,Keyword / surface-form trap,True,Keyword / surface-form trap,Türkçe/İngilizce 'film' (sinema eseri vs. ince film kaplama) eş seslilik örneğidir; doğrudan kelimenin sözlük anlamı karışıklığına dayanır.,"Sinema ve film estetiği literatürünün bibliyometrik haritalamasıdır; İngilizce ""film"" kelimesi modeli fiziksel malzeme kaplaması olan ""Kaplamalar ve Filmler"" alanına yanıltmıştır. Mevcut Film/Radyo/TV ve Sanat etiketleri doğrudur."
1382585,"ANALYSIS OF LIQUEFACTION POTENTIAL OF SOILS BY OBJECT ORIENTED COMPUTER SOFTWARE: 6TH OF FEBRUARY, 2023 KAHRAMANMARAŞ EARTHQUAKE CASE","Bilgisayar Bilimleri, Yazılım Mühendisliği, Çevre Mühendisliği","Ziraat, Toprak Bilimi",Keyword / surface-form trap,Polysemy / sense confusion,True,Polysemy / sense confusion,İngilizce 'soil' kelimesi zemin mekaniğinde zemin/tabaka iken tarımda toprak demektir; hem kelime tuzağı hem eş seslilik taşır.,"6 Şubat 2023 Kahramanmaraş depremleri bağlamında zemin sıvılaşma potansiyelinin TBDY-2018 ve Standart Penetrasyon Testi (SPT) verileri doğrultusunda MATLAB nesne yönelimli yazılımla hesaplandığı doğrudan bir inşaat mühendisliği (geoteknik/zemin mekaniği/deprem) ve yazılım mühendisliği araştırmasıdır; çalışmada tarımsal ziraat veya toprak verimliliği bulunmayıp modelin 'Ziraat, Toprak Bilimi' önerisi geoteknik 'soil/zemin' teriminin tarımsal toprakla karıştırılmasından kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1)."
1391351,Etanol-Su Çözücü Kullanılarak Muz Kabuğunun Biyoaktif Bileşikleri ve Antimikrobiyal Aktivitesi Üzerine Ekstraksiyon Parametrelerinin Etkisi,"Gıda Bilimi ve Teknolojisi, Biyoloji, Kimya, Uygulamalı",Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Object/material -> discipline confusion,,False,,,"Gıda atığı ve yan ürünü olan muz kabuklarından biyoaktif fenolik bileşiklerin etanol-su ekstraksiyonu parametrelerinin (süre, sıcaklık) optimize edilmesi, DPPH antioksidan aktivitesi ve gıda patojenlerine (S. aureus, E. coli) karşı MİK değerlerinin incelendiği doğrudan bir gıda bilimi, gıda atıklarının değerlendirilmesi ve uygulamalı kimya araştırmasıdır; çalışmada mikrobiyal fermentasyon veya biyoteknolojik genetik prosesler bulunmayıp modelin 'Biyoteknoloji ve Uygulamalı Mikrobiyoloji' önerisi standart antimikrobiyal duyarlılık testlerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Gıda Bilimi ve Teknolojisi, Biyoloji, Kimya, Uygulamalı' etiketleri kusursuz ve tamdır."
1450356,Investigation of the Nutritional Content and Salt Presence of Chickpea Straw Used as an Alternative Roughage in Ruminant Feeding,"Veterinerlik, Ziraat Mühendisliği",Gıda Bilimi ve Teknolojisi,Context/domain transfer,,False,,,"Ruminant hayvan beslemede alternatif kaba yem olarak kullanılan nohut samanının besin madde kompozisyonu, lif fraksiyonları (NDF, ADF, ADL), rumen parçalanabilirlik düzeyleri ve metabolik enerji değerlerinin incelendiği doğrudan bir hayvan besleme, zootekni ve veterinerlik araştırmasıdır; çalışmada insan gıdası veya gıda işleme teknolojisi kesinlikle bulunmayıp modelin ve k-NN'in 'Gıda Bilimi ve Teknolojisi' önerisi nohut samanı ve besin içeriği terimlerinden kaynaklanan klasik bir yem/gıda kavram karmaşası ve model yanılgısıdır (FP-1). Mevcut 'Veterinerlik, Ziraat Mühendisliği' etiketleri kusursuz ve tamdır."
1395388,Phenolic Compounds Found in Citrus Species,"Gıda Bilimi ve Teknolojisi, Bahçe Bitkileri",Tropik Tıp,Keyword / surface-form trap,,False,,,"Turunçgil (Citrus) türlerinin meyve, kabuk ve çekirdeklerindeki fenolik bileşikler, flavonoidler ve sekonder metabolitlerin profili, antioksidan özellikleri ve gıda/kozmetik atık değerlendirme potansiyelinin derlendiği doğrudan bir gıda bilimi, gıda kimyası ve bahçe bitkileri (pomoloji) araştırmasıdır; çalışmada tropikal bulaşıcı/paraziter hastalıklar bulunmayıp modelin 'Tropik Tıp' önerisi subtropikal meyve (Citrus) adından ve sağlık faydaları ifadelerinden kaynaklanan bariz bir model yanılgısıdır (FP-1). Mevcut 'Gıda Bilimi ve Teknolojisi, Bahçe Bitkileri' etiketleri kusursuz ve tamdır."
1414637,Does the chin projection and sella point position affect the W angle reliability?,Diş Hekimliği,Ortopedi,Neighboring discipline drift,Keyword / surface-form trap,True,Keyword / surface-form trap,Ortodonti ile Ortopedi kemik/iskelet yapısını inceler; 'ortho-' kökü kelime benzerliği oluşturmuştur.,"Ortodontik tedavi gören bireylerin sefalometrik radyografilerinde W açısı güvenilirliği, Sella noktası pozisyonu, çene projeksiyonu ve maloklüzyon sınıflarının (Class I, II, III, ANB, Wits) incelendiği doğrudan bir diş hekimliği, ortodonti ve kraniyofasiyal radyoloji araştırmasıdır; çalışmada tıp ortopedisi veya iskelet cerrahisi bulunmayıp modelin 'Ortopedi' önerisi ortodonti ('ortho-') ve iskeletsel açı terimlerinden kaynaklanan klasik bir model yanılgısıdır (FP-1). Mevcut 'Diş Hekimliği' kategorisi eksiksiz ve kusursuzdur."
1359890,"Türkiye Mikota’sı için üç yeni kayıt: Deconica micropora, Hebeloma incarnatulum ve Tephrocybe platypus",Mantar Bilimi,Bahçe Bitkileri,Neighboring discipline drift,,False,,,"Trabzon orman ve çayır alanlarından toplanan mantar örneklerinin makroskobik/mikroskobik karakterizasyonu ve fungaryum teşhisleriyle Türkiye Mikotası için üç yeni yabani mantar türü kaydının (Deconica micropora, Hebeloma incarnatulum, Tephrocybe platypus) verildiği doğrudan bir temel mikoloji ve mantar taksonomisi araştırmasıdır; çalışmada kültür mantarcılığı veya bahçe bitkileri tarımı bulunmayıp modelin 'Bahçe Bitkileri' önerisi mantarları bitki/tarım ürünü zanneden klasik bir model yanılgısıdır (FP-1). Mevcut 'Mantar Bilimi' kategorisi eksiksiz ve tamdır."
1359899,Türkiye mikobiyotası için iki yeni Helotiales kaydı,Mantar Bilimi,Gastroenteroloji ve Hepatoloji,Semantic hub / unrelated semantic drift,,True,Neighboring discipline drift,Mantar taksonomisi makalesinin karaciğer/sindirim tıbbına gitmesi gerekçede 'tamamen absürt ve anlamsız model yanılgısı' olarak belirtilmiştir.,Helotiales takımına ait iki mantar taksonunun (Chloroscypha alutipes ve Rutstroemia bolaris) makroskobik ve mikroskobik betimlemeleriyle Türkiye mikobiyotası için yeni tür kaydı olarak tanımlandığı doğrudan bir mikoloji ve taksonomi araştırmasıdır; çalışmada insan sindirim/karaciğer sistemi bulunmayıp modelin 'Gastroenteroloji ve Hepatoloji' önerisi tamamen anlamsız ve absürt bir model yanılgısıdır (FP-1). Mevcut 'Mantar Bilimi' ana disiplini %100 kusursuz ve tamdır.
1395394,AI Çağında İnsan Odaklı Eleştirel Bir Düşünce Akımı: Post-Luddizm,"Bilim Felsefesi ve Tarihi, Sosyoloji","Bilgisayar Bilimleri, Yapay Zeka",Research topic -> discipline confusion,Keyword / surface-form trap,True,Keyword / surface-form trap,Başlıktaki 'yapay zekâ' veya 'robot' ifadesi hem bir kelime tuzağı hem de sosyal bilimin teknik araştırma konusunu incelemesinden kaynaklanan epistemik karışmadır.,"Yapay zekâ çağında Post-Luddizm akımının, teknoloji eleştirisinin ve işsizlik kaygılarının sosyolojik/felsefi analizidir; ""yapay zeka"" kelimesi modeli hatalı şekilde teknik Bilgisayar Bilimleri alanına yanıltmıştır (Sosyoloji ve Felsefe konusudur)."
1378490,Thermal analysis and experimental design of a cryogenic system for low-noise amplifiers,"Astronomi ve Astrofizik, Fizik, Uygulamalı","Malzeme Bilimleri, Özellik ve Test",Method -> discipline confusion,,False,,,"Radyo astronomide kullanılan düşük gürültülü yükselteçler (LNA) için kriyostat ve ultra yüksek vakum sisteminin tasarımı, termal modellenmesi (11 K ve 38 K) ve vakum performans testlerinin incelendiği doğrudan bir radyo astronomi enstrümantasyonu ve uygulamalı kriyojenik fizik araştırmasıdır; çalışmada malzeme karakterizasyonu veya malzeme geliştirme/testi bulunmayıp modelin 'Malzeme Bilimleri, Özellik ve Test' önerisi deneysel test ve paslanmaz çelik gaz çıkışı ifadelerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Astronomi ve Astrofizik, Fizik, Uygulamalı' etiketleri kusursuz ve tamdır."
1355643,"Ticari Spirulina ve Undaria Ekstraktlarının Oksidatif Stres İndeksi, Antioksidan Aktivitesi ve Fenolik Bileşimi","Gıda Bilimi ve Teknolojisi, Kimya, Organik",Toksikoloji,Object/material -> discipline confusion,Keyword / surface-form trap,False,,,"Ticari Spirulina ve Undaria alg ekstraktlarının spektrofotometrik ve LC-MS/MS yöntemleriyle fenolik bileşen profilinin, antioksidan kapasitesinin (DPPH, ABTS, CUPRAC) ve toplam antioksidan/oksidan durumlarının (TAS, TOS, OSI) belirlenerek fonksiyonel gıda ve nutrasötik potansiyelinin incelendiği doğrudan bir gıda bilimi, nutrasötikler ve gıda kimyası araştırmasıdır; çalışmada biyolojik/hücresel zehirlilik veya toksikolojik doz-yanıt deneyi bulunmayıp modelin 'Toksikoloji' önerisi 'oksidatif stres' teriminden kaynaklanan klasik bir model yanılgısıdır (FP-1). Mevcut 'Gıda Bilimi ve Teknolojisi, Kimya, Organik' etiketleri kusursuz ve tamdır."
1393864,The Role of Placental Development in Determining Birth Weight and Growth Performance of Lambs,Ziraat Mühendisliği,Kadın Hastalıkları ve Doğum,Cross-domain transfer,Keyword / surface-form trap,True,Keyword / surface-form trap,Koyunlarda plasenta gelişimi çalışmasında 'plasenta/doğum ağırlığı' terimleri beşeri tıp Kadın Hastalıkları alanına transfer sağlamıştır.,"Koyunlarda plasenta ağırlığı, kotiledon sayısı/boyutu ve plasental etkinliğin kuzu doğum ağırlığı ve postnatal büyüme performansı üzerindeki etkilerini inceleyen doğrudan bir zootekni, hayvan yetiştirme ve veteriner reprodüksiyon derlemesidir; çalışmada insan hekimliği bulunmayıp modelin 'Kadın Hastalıkları ve Doğum' önerisi plasenta, doğum ağırlığı ve gebelik terimlerinden kaynaklanan bariz bir tıp yanılgısıdır (FP-1). Mevcut 'Ziraat Mühendisliği' (zootekni) kategorisi uygundur (k-NN yerel uzlaşısı da Veterinerlik yönündedir)."
1446272,Yapay Zekâ Üreticisinin Ürün Sorumluluğuna İlişkin Bir Değerlendirme,Hukuk,"Bilgisayar Bilimleri, Yapay Zeka",Research topic -> discipline confusion,Keyword / surface-form trap,True,Keyword / surface-form trap,Başlıktaki 'yapay zekâ' veya 'robot' ifadesi hem bir kelime tuzağı hem de sosyal bilimin teknik araştırma konusunu incelemesinden kaynaklanan epistemik karışmadır.,"Yapay zekâ üreticisinin ürün ve kusursuz sorumluluğunun 7223 sayılı Kanun ve AB Direktifleri çerçevesinde hukuki analizidir; ""yapay zekâ"" kelimesi modeli hatalı şekilde teknik Bilgisayar Bilimleri alanına yanıltmıştır (Hukuk konusudur)."
