external_id,embedding_row,UMAP_1,UMAP_2,Ana_Konu,main_level_2_predictions,leaf_predictions,true_subjects,title,doi,language
1380092,9733,2.99569,8.3665,Fen > Mühendislik,Fen > Mühendislik || Fen > Temel Bilimler,"Maden İşletme ve Cevher Hazırlama || Mühendislik, Makine || Fizik, Akışkanlar ve Plazma","Fen > Mühendislik > Mühendislik, Petrol",On the stability of viscous-granular tamponage systems in the zone of drilling fluid absorption into the geological formation,10.58559/ijes.1729226,ENG
1406965,18811,6.185074,3.449785,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Tıp,"Eğitim, Eğitim Araştırmaları || Psikoloji || Nörolojik Bilimler","Fen > Tıp > Klinik Nöroloji || Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları",The Effect of Neurology Rotation on Medical Students’ Knowledge About Epilepsy and Attitudes Toward Disease,10.4274/ArchEpilepsy.2025.25219,ENG
1403912,17866,2.450593,1.5256424,Fen > Tıp,Fen > Tıp,Onkoloji,Fen > Tıp > Biyokimya ve Moleküler Biyoloji || Fen > Tıp > Onkoloji,"Ağ Farmakolojisi, Moleküler Yerleştirme ve Dinamiklere Dayalı Strateji ile Melatoninin Timoma Üzerindeki Potansiyel Mekanizmasının Araştırılması",10.46332/aemj.1666706,TUR
1385634,11048,5.7874002,1.8637067,Fen > Mühendislik,Fen > Mühendislik || Fen > Tıp,"Bilgisayar Bilimleri, Yazılım Mühendisliği || Anatomi ve Morfoloji || Görüntüleme Bilimi ve Fotoğraf Teknolojisi","Fen > Mühendislik > Bilgisayar Bilimleri, Yazılım Mühendisliği || Fen > Mühendislik > Hücre ve Doku Mühendisliği || Fen > Tıp > Rehabilitasyon",Ampute hastalarin protez ellerinin geliştirilmesinde kullanılan 3B tarayıcı parametrelerinin optimizasyonu,10.5505/pajes.2025.50143,TUR
1338801,4573,4.7688904,1.4147955,Fen > Tıp,Fen > Tıp,Anatomi ve Morfoloji || Nörolojik Bilimler,Fen > Tıp > Anatomi ve Morfoloji || Fen > Tıp > Solunum Sistemi,SPİNOGLENOİD ÇENTİK VE LİGAMENT/MEMBRAN ÜZERİNE KAPSAMLI MORFOLOJİK VE MORFOMETRİK BİR ÇALIŞMA: SUPRASKAPULAR SİNİR BASISI AÇISINDAN OLASI KLİNİK ÖNEMİ,10.26650/IUITFD.1592664,TUR
1400324,16230,4.7702756,7.3352175,Sosyal > Sosyal,Sosyal > Sosyal,Kamu Yönetimi || İktisat,Sosyal > Sosyal > Çevre Çalışmaları || Sosyal > Sosyal > İktisat,"Türkiye’de CO₂ Emisyonları Açısından Hangisi Daha Etkili: Kamu Harcamaları mı, Vergiler mi?",10.33203/mfy.1856664,TUR
1215490,470,8.43386,4.661736,Sosyal > Sosyal,Sosyal > Sosyal,"Eğitim, Eğitim Araştırmaları","Fen > Temel Bilimler > Biyoloji || Fen > Temel Bilimler > Fizik, Katı Hal || Fen > Temel Bilimler > Fizik, Nükleer || Fen > Temel Bilimler > Kimya, Analitik || Fen > Temel Bilimler > Kimya, Uygulamalı || Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları",Ortaokul ve Lise Fen Bilimleri Öğretmenlerinin STEM Eğitimine Yönelik Anlayışları,10.56423/fbod.1336965,TUR
1394703,14052,2.7800956,2.8663182,Fen > Tıp,Fen > Tıp || Fen > Eczacılık,Tıbbi Araştırmalar Deneysel || Toksikoloji,Fen > Veterinerlik > Veterinerlik,"Antrodia cinnamomea, Doksorubisin Kaynaklı Kardiyotoksisitede Oksidatif Hasarı Azaltarak Kalp Histolojisini Koruyor",10.30607/kvj.1789570,TUR
1395055,14118,4.8051176,2.3016737,Fen > Tıp,Fen > Tıp,"Solunum Sistemi || Yoğun Bakım, Tıp","Fen > Tıp > Solunum Sistemi || Fen > Tıp > Yoğun Bakım, Tıp","Yoğun Bakım Ünitesinde Koruyucu Mekanik Ventilasyon Modları: Çağdaş Yaklaşımlar, Klinik Uygulamalar ve Enfeksiyonlarla İlişkisi",10.62425/crihs.1636721,TUR
1387826,11609,3.4973752,7.1706285,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Mühendislik,Su Kaynakları || Endüstri Mühendisliği,"Fen > Mühendislik > Bilgisayar Bilimleri, Yazılım Mühendisliği || Fen > Temel Bilimler > Su Kaynakları || Fen > Temel Bilimler > İstatistik ve Olasılık",İçmesuyu Dağıtım Sistemlerinde İşletme Verimliliğinin Sağlanması Için Optimizasyon Algoritması Ile İzole Ölçüm Bölgesi İşletme Ve Sızıntı Yönetim Modelinin Geliştirilmesi,,TUR
1396374,14614,4.940269,5.326142,Fen > Ziraat,Fen > Ziraat || Sosyal > Sosyal,"Tarımsal Ekonomi ve Politika || Otelcilik, Konaklama, Spor ve Turizm || Beslenme ve Diyetetik",Fen > Ziraat > Tarımsal Ekonomi ve Politika || Sosyal > Sosyal > Beslenme ve Diyetetik,Ziraat fakültesi öğrencilerinin sürdürülebilir beslenme ve sürdürülebilir tarım bilgi düzeylerinin değerlendirilmesi,10.29050/harranziraat.1854010,TUR
1405372,18286,4.372581,7.522601,Fen > Mühendislik,Fen > Mühendislik || Sosyal > Sosyal,"Mühendislik, Petrol || Kamu Yönetimi",Fen > Mühendislik > Enerji ve Yakıtlar || Sosyal > Sosyal > İktisat,TÜRKİYE İBBS DÜZEY-2 BÖLGELER ELEKTRİK VERİMLİLİĞİ ANALİZİ VE BÖLGESEL FARKLARIN İNCELENMESİ,10.61138/bolgeselkalkinmadergisi.1681724,TUR
1260161,1684,0.8070528,8.420354,Fen > Mühendislik,Fen > Mühendislik,"Malzeme Bilimleri, Kaplamalar ve Filmler || Nanobilim ve Nanoteknoloji","Fen > Mühendislik > Malzeme Bilimleri, Seramik || Fen > Temel Bilimler > Optik",PbZrTiO3 üzerine Fe ve Co kaplanmış İnce Filmlerin Dielektrik Özelliklerinin İncelenmesi,10.29130/dubited.1409595,TUR
1330990,4028,9.372144,5.6728463,Sosyal > Sosyal,Sosyal > Sosyal,Kadın Araştırmaları || Tiyatro,Sosyal > Sosyal > Antropoloji || Sosyal > Sosyal > Etnik Çalışmalar || Sosyal > Sosyal > Folklor,ATAERKİL YAPININ GELENEKSEL HALK DANSLARINDAKİ TOPLUMSAL CİNSİYET TEMSİLİNE ETKİSİ,10.21550/sosbilder.1721355,TUR
1392758,13072,3.736821,2.2286725,Fen > Tıp,Fen > Tıp,Biyokimya ve Moleküler Biyoloji || İmmünoloji,Fen > Tıp > Dermatoloji,The enigmatic role of the C-reactive protein and albumin in Behcet’s disease,10.55730/1300-0144.6172,ENG
1294615,2554,0.58872867,6.2497425,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Tıp || Fen > Eczacılık,"Kimya, Tıbbi || Tıbbi Laboratuar Teknolojisi || Farmakoloji ve Eczacılık","Fen > Temel Bilimler > Kimya, Analitik || Sosyal > Sosyal > Beslenme ve Diyetetik",Isocratic liquid chromatography technique for the analysis of cyanocobalamin from beef liver and heart muscle extracts,10.51435/turkjac.1513123,ENG
1223651,604,5.8359885,9.281536,Fen > Mühendislik,Fen > Mühendislik,"Mühendislik, Jeoloji","Fen > Mühendislik > Jeokimya ve Jeofizik || Fen > Mühendislik > Jeoloji || Fen > Temel Bilimler > Fizik, Nükleer",Trakya Havzasının Güneybatısında Fay Parametrelerinin Gravite Gradyent Verilerinden Kestirimi,10.21205/deufmd.2024267618,TUR
1395068,14121,2.402574,2.733827,Fen > Tıp,Fen > Tıp,Biyokimya ve Moleküler Biyoloji || Hematoloji,Fen > Eczacılık > Farmakoloji ve Eczacılık || Fen > Tıp > Hücre Biyolojisi || Fen > Tıp > Tıbbi Araştırmalar Deneysel,Pregabalinin L929 Fibroblast Hücrelerinde Yara İyileşmesi Üzerine Etkilerinin Araştırılması,10.5281/zenodo.10712118,TUR
1385891,11120,3.5564196,6.927416,Fen > Temel Bilimler,Fen > Temel Bilimler || Sosyal > Sosyal,"Su Kaynakları || Eğitim, Eğitim Araştırmaları","Fen > Temel Bilimler > Su Kaynakları || Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları || Sosyal > Sosyal > Eğitim, Özel","Normal Gelişim Gösteren ve Özel Öğrenme Güçlüğü Olan Öğrencilerin Su Okuryazarlıklarının Geliştirilmesine Yönelik Aktif Öğrenme Tabanlı Öğretim Uygulamalarının Kavramsal Anlama, Sorumluluk, Karar Verme ve Kariyer Bilincine Etkisi",,TUR
1240131,965,5.9716544,7.457908,Fen > Mühendislik,Fen > Mühendislik || Sosyal > Sosyal,Denizcilik || İktisat,Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi || Sosyal > Sosyal > Kamu Yönetimi || Sosyal > Sosyal > İktisat || Sosyal > Sosyal > İşletme,Kocaeli Kentinin Konteyner Limanları ve Lojistik Odakları Arasındaki Ulaştırma Olanakları Üzerine Bir Araştırma,10.35674/kent.1390711,TUR
1371139,8242,2.5894227,3.138431,Fen > Veterinerlik,Fen > Veterinerlik || Fen > Tıp,Veterinerlik || Androloji,Fen > Tıp > Tamamlayıcı ve Entegre Tıp || Fen > Veterinerlik > Veterinerlik,Boğa Spermasının Çözdürme Sonrası Spermatolojik Kalitesi Üzerine Shilajit’in Etkileri,10.30607/kvj.1733412,TUR
1433041,19554,9.133304,7.149843,Sosyal > Sosyal,Sosyal > Sosyal,Antropoloji || Edebiyat,Sosyal > Sosyal > Edebiyat || Sosyal > Sosyal > Folklor || Sosyal > Sosyal > Tarih,ARŞİV BELGELERİNE GÖRE KANUNİ SULTAN SÜLEYMAN’A SUNULAN HALK ŞİİRLERİ,10.12981/mahder.1900535,TUR
1395253,14205,3.6950238,1.629984,Fen > Tıp,Fen > Tıp,İmmünoloji || Mikrobiyoloji || Enfeksiyon Hastalıkları,Fen > Tıp > Solunum Sistemi,Hipersensitivite pnömonisi,10.5578/tt.2026011170,TUR
1399806,15977,5.3077455,2.223578,Fen > Tıp,Fen > Tıp,Nörolojik Bilimler || Adli Tıp,"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka || Fen > Mühendislik > Mühendislik, Biyotıp || Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik || Fen > Tıp > Klinik Nöroloji",Pembe gürültü enjeksiyonunun EEG tabanlı epileptik nöbet tespiti üzerindeki etkisinin değerlendirilmesi,10.17341/gazimmfd.1790413,TUR
1398393,15362,2.183085,4.401995,Fen > Tıp,Fen > Tıp || Fen > Temel Bilimler,Biyoteknoloji ve Uygulamalı Mikrobiyoloji || Biyoloji,Fen > Temel Bilimler > Deniz ve Tatlı Su Biyolojisi || Fen > Tıp > Mikrobiyoloji || Fen > Ziraat > Bitki Bilimleri,Identification of bioactive components and antibacterial activity of Ulva lactuca extracts,10.21448/ijsm.1572081,ENG
1400736,16401,7.2462535,6.0677996,Sosyal > Sosyal,Sosyal > Sosyal,Felsefe || Edebiyat || Etik,Sosyal > Sosyal > Folklor || Sosyal > Sosyal > İşletme,Destandan Teoriye: Dede Korkut Hikâyelerinde Davranışsal Liderliğin İzleri,10.29216/ueip.1860003,TUR
1399076,15681,8.380095,5.1508584,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Tıp,"Madde Bağımlılığı || Pediatri || Eğitim, Eğitim Araştırmaları",Sosyal > Sosyal > Aile Çalışmaları || Sosyal > Sosyal > Sosyoloji,Yeni Çocukluk Perspektifinin Gelişimi ve Tüketim Görünümleri: Oyunlar Üzerinden Çocukluğun Dizaynı,10.15869/itobiad.1862862,TUR
1331867,4078,9.242707,7.8915744,Sosyal > Sosyal,Sosyal > Sosyal,Din Bilimi,Sosyal > Sosyal > Beşeri Bilimler || Sosyal > Sosyal > Din Bilimi || Sosyal > Sosyal > Tarih,Şîraz’ın Hadisçileri ve Bir Derlemenin Klasikleşmesi: Ali b. Mübârekşâh’ın Aktarım Ağı,10.61218/hadith.1698755,TUR
1391940,12754,6.108192,2.367654,Fen > Tıp,Fen > Tıp,Genel ve Dahili Tıp,Fen > Tıp > Geriatri ve Gerontoloji || Fen > Tıp > Psikiyatri,Psikolojik İnfleksibilite ile Kronotip ve Uyku Kalitesi Arasındaki İlişki: İspanyol Yetişkinlerde Bir İnceleme,10.4274/jtsm.galenos.2025.83713,TUR
1406561,18661,4.3209357,3.1829035,Sosyal > Sosyal,Sosyal > Sosyal,Beslenme ve Diyetetik,Sosyal > Sosyal > Aile Çalışmaları || Sosyal > Sosyal > Beslenme ve Diyetetik,"The Relationship Between Nutrition Knowledge, Food Preferences, and Physical Activity Levels in Mother–Daughter Dyads",10.31067/acusaglik.1895569,ENG
1452462,20587,9.019887,7.573422,Sosyal > Sosyal,Sosyal > Sosyal,Din Bilimi || Edebiyat,Sosyal > Sosyal > Edebi Teori ve Eleştiri || Sosyal > Sosyal > Edebiyat,Çağdaş Ortadoğu Romanında Savaşın Toplumsal ve Bireysel Yansımaları Üzerine Anlatıbilimsel Bir Karşılaştırma: Arapça es-Sebîliyyât ve Farsça Dâ Romanları Örneği”,10.26650/jos.1700114,TUR
1406346,18569,8.925163,7.0887756,Sosyal > Sosyal,Sosyal > Sosyal,Dil ve Dil Bilim || Edebiyat || Antropoloji,Sosyal > Sosyal > Dil ve Dil Bilim,Çokmodlu Çeviri Zincirini Çözmek: Wir sind doch nicht vom Mond ve Hamburgdaki Küçük İstanbul,10.47777/cankujhss.1832433,TUR
1368836,7876,2.4709735,8.925377,Fen > Temel Bilimler,Fen > Temel Bilimler,Termodinamik,Fen > Mühendislik > Enerji ve Yakıtlar || Fen > Temel Bilimler > Termodinamik,Parabolik Güneş Kollektörü Destekli Rankine Çevriminin Termodinamik Ve Parametrik Analizi,,TUR
1295074,2567,1.8183259,8.367205,Fen > Mühendislik,Fen > Mühendislik,"İmalat Mühendisliği || Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka || Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test || Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi || Fen > Temel Bilimler > Mikroskopi",X-Işini Floresans Spektroskopisinde Yapay Zeka İle Kalitatif Ve Kantitatif Analiz,123F246,TUR
1391718,12671,3.807758,1.5077509,Fen > Tıp,Fen > Tıp,İmmünoloji || Mikrobiyoloji,Fen > Tıp > Alerji || Fen > Tıp > Romatoloji || Fen > Tıp > Solunum Sistemi,Eosinophilic Granulomatous Polyangiitis Emerging After Omalizumab Administration: An Asthma Patient Without Systemic Corticosteroids Develops Mononeuritis Multiplex After 22 Days,10.5152/eurjrheum.2026.25048,ENG
1400873,16480,1.9896668,7.667146,Fen > Mühendislik,Fen > Mühendislik,"Malzeme Bilimleri, Tekstil || Endüstri Mühendisliği","Fen > Mühendislik > Malzeme Bilimleri, Tekstil",TEMİZLİK MÜDAHALELERİYLE İPLİK KALİTESİNİN OPTİMİZASYONU: TEL SİLİNDİR VE SABİT DÜZLEMLERİN BAKIMININ TARAKLANMIŞ ŞERİTTE NEPS SAYISI VE DÜZGÜNSÜZLÜK YÜZDESİ (U%) ÜZERİNE ETKİLERİ,10.7216/teksmuh.1655377,TUR
1388122,11700,2.5519252,2.8985665,Fen > Tıp,Fen > Tıp || Fen > Veterinerlik || Fen > Eczacılık,Tıbbi Araştırmalar Deneysel || Veterinerlik || Farmakoloji ve Eczacılık,Fen > Tıp > Anestezi,"Tavşanlarda Propofol-Sevofluran, Midazolam-Sevofluran ve Medetomidin-Ketamin-Sevofluran Anestezisinin Klinik Etkilerinin Karşılaştırılması",10.53424/balikesirsbd.1607284,TUR
1407937,18982,6.774067,6.9908967,Sosyal > Sosyal,Sosyal > Sosyal,Nüfus İstatistikleri Bilimi || Tarih || Kamu Yönetimi,Sosyal > Sosyal > Etnik Çalışmalar || Sosyal > Sosyal > Tarih,VARLIK VERGİSİ’NİN AZINLIK KARŞITI BİR UYGULAMAYA DÖNÜŞMESİ: TASVİRİ EFKÂR GAZETESİ ÜZERİNDEN BİR İNCELEME,10.18092/ulikidince.1861896,TUR
1287986,2397,1.4382443,8.921035,Fen > Temel Bilimler,Fen > Temel Bilimler,"Fizik, Nükleer",Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,Bazı Metal Oksitlerin Gama Absorpsiyon Özelliklerinin GEANT4-GATE Simülasyon ile Teorik İncelenmesi,10.19113/sdufenbed.1549497,TUR
1396942,14798,6.4149685,2.9000309,Fen > Tıp,Fen > Tıp || Sosyal > Sosyal,"Pediatri || Nörolojik Bilimler || Eğitim, Eğitim Araştırmaları",Fen > Tıp > Rehabilitasyon,"Fizyoterapi ve Rehabilitasyon Hizmeti Alan Serebral Palsi’li Çocukların Fonksiyonel Düzeylerinin, Ailelerinin Etkilenimi ve Merhamet Düzeylerinin İncelenmesi",10.37990/medr.1783913,TUR
1390239,12174,2.6255848,4.988476,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Ziraat,Entomoloji || Biyoloji || Bitki Bilimleri,Fen > Temel Bilimler > Entomoloji || Fen > Temel Bilimler > Zooloji || Fen > Ziraat > Bitki Bilimleri,"Chemical composition and larvicidal toxicity of Ricinus communis L. (Euphorbiaceae) extracts against larvae of Thaumetopoea pityocampa (Denis & Schiffermüller, 1775) (Lepidoptera: Notodontidae)",10.55730/1300-011X.3247,ENG
1364360,7109,0.078370355,6.7015495,Fen > Temel Bilimler,Fen > Temel Bilimler,"Kimya, Organik || Kimya, Tıbbi","Fen > Temel Bilimler > Kimya, Organik || Fen > Tıp > Mikrobiyoloji","Synthesis of New Azoquinolone: Evaluation of Structural, Spectral Properties, and Antimicrobial Activity",10.18596/jotcsa.1719222,ENG
1375648,8962,9.590541,7.2029986,Sosyal > Sosyal,Sosyal > Sosyal,Edebiyat,Sosyal > Sosyal > Edebi Teori ve Eleştiri || Sosyal > Sosyal > Edebiyat,"Nesnelliğin İzinde, Edebî Zevkin Gölgesinde: Cahiliye Dönemi’nde Şiir Eleştirisinin Uygulanışı",10.15370/maruifd.1781280,TUR
1372051,8401,7.2318907,4.140369,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Tıp,"Müzik || Eğitim, Özel || Odyoloji ve Konuşma-Dil Patolojisi","Sosyal > Sosyal > Eğitim, Özel || Sosyal > Sosyal > Müzik",Türkiye’de görme engelliler için müzik eğitimi üzerine yapılmış araştırmaların eğilimleri,10.70736/ijoess.1723,TUR
1407141,18899,6.752021,5.2015567,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Mühendislik,"Etik || Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka || Sosyal > Sosyal > Etik",YAPAY ZEKA VE ETİK: KÜRESEL BİR BAKIŞ,10.35379/cusosbil.1685334,TUR
1338569,4553,5.5315547,9.56727,Fen > Mühendislik,Fen > Mühendislik,İnşaat Mühendisliği || Maden İşletme ve Cevher Hazırlama,Fen > Mühendislik > Jeokimya ve Jeofizik || Fen > Mühendislik > İnşaat Mühendisliği,ZEMİN İYİLEŞTİRME ÖNCESİ VE SONRASI YAPISAL DAVRANIŞ ÜZERİNE KAPSAMLI BİR VAKA ÇALIŞMASI,10.17780/ksujes.1653400,TUR
1170991,137,2.784977,8.653877,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Mühendislik,"Termodinamik || Mühendislik, Kimya","Fen > Mühendislik > Mühendislik, Hava ve Uzay || Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya || Fen > Temel Bilimler > Termodinamik",Girdap Destekli Bir Gaz Türbin Yakıcısında Eşdeğerlik Oranının Helyumla Seyreltilmiş Metan Jet Alevinin Sıcaklık ve Kirletici Emisyonu Üzerindeki Etkisi,,TUR
1399395,15788,4.2128563,1.1423593,Fen > Tıp,Fen > Tıp,"Mikrobiyoloji || Ortopedi || Kulak, Burun, Boğaz",Fen > Tıp > Pediatri || Fen > Tıp > Romatoloji,Chronic nonbacterial osteomyelitis: current perspectives in pediatric practice,10.24953/turkjpediatr.2026.7367,ENG
1335818,4353,2.5839052,4.5493164,Fen > Ziraat,Fen > Ziraat || Fen > Temel Bilimler,Bitki Bilimleri || Entomoloji,"Fen > Temel Bilimler > Kimya, Tıbbi || Fen > Temel Bilimler > Parazitoloji",Mangostin Türevlerinin Sitotoksik ve Antileyişmanyal Aktivitesi ile Pentostam ve Miltefosin ile Kombinasyonun Araştırılması,10.54453/TMCD.2025.42650,TUR
1298487,2679,3.4073052,5.049171,Fen > Temel Bilimler,Fen > Temel Bilimler,Biyoloji || Deniz ve Tatlı Su Biyolojisi,Fen > Temel Bilimler > Biyoloji Çeşitliliğinin Korunması || Fen > Temel Bilimler > Entomoloji,"Türkiye’de Balya bölgesinde (Balıkesir ili) tuzak ve yem yakalama yöntemleriyle tespit edilen Carabidae, Cerambycidae, Curculionidae, Elateridae, Scarabaeidae and Staphylinidae (Coleoptera) familyaları üzerinde faunistik araştırmalar",10.25092/baunfbed.1469372,TUR
1393562,13532,3.6991572,1.4747763,Fen > Tıp,Fen > Tıp,Mikrobiyoloji || Hematoloji || İmmünoloji,Fen > Tıp > Alerji || Fen > Tıp > Üroloji ve Nefroloji,A diagnosis confused with hereditary angioedema: nephrotic syndrome,10.4274/gulhane.galenos.2025.16768,ENG
1375998,9024,9.034658,4.932358,Sosyal > Sosyal,Sosyal > Sosyal,Kadın Araştırmaları || Hukuk,Fen > Tıp > Adli Tıp,Alkol veya İlaçla Kolaylaştırma Şüphesi Olan Cinsel Suç Olgularının Retrospektif Değerlendirilmesi,10.61970/adlitip.1722651,TUR
1238297,913,1.7613342,9.98241,Fen > Temel Bilimler,Fen > Temel Bilimler,"Fizik, Matematik || Fizik, Partiküller ve Alanlar || Matematik","Fen > Temel Bilimler > Astronomi ve Astrofizik || Fen > Temel Bilimler > Fizik, Matematik",Reheating constraints to Palatini Coleman-Weinberg inflation,10.55730/1300-0101.2754,ENG
1390378,12208,3.2864175,5.127019,Fen > Temel Bilimler,Fen > Temel Bilimler,Biyoloji || Deniz ve Tatlı Su Biyolojisi || Zooloji,"Fen > Temel Bilimler > Entomoloji || Fen > Ziraat > Ziraat, Toprak Bilimi","Diversity and DNA Barcoding of Syrphidae (Diptera) Species in Cotton Agroecosystems of the Harran Plain, Türkiye",10.5281/zenodo.18465472,ENG
1451620,20514,0.10215225,6.4196095,Fen > Temel Bilimler,Fen > Temel Bilimler,"Kimya, Tıbbi || Kimya, Organik || Kimya, Analitik","Fen > Temel Bilimler > Kimya, Tıbbi","Investigation of the enzyme-inhibitory, antibacterial, and anticancer properties of metal phthalocyanines",10.55730/1300-0527.3788,ENG
1380784,9883,1.9288733,5.384647,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Mühendislik,Balıkçılık || Gıda Bilimi ve Teknolojisi,Fen > Temel Bilimler > Balıkçılık,Depolama Sıcaklığının Altı Ay Boyunca Tilapia Yeminin Besin Kalitesi ve Kimyasal Kararlılığı Üzerindeki Etkisi,10.58626/memba.1799458,TUR
1383016,10369,4.942412,8.385317,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Mühendislik,"İstatistik ve Olasılık || Bilgisayar Bilimleri, Yapay Zeka || Fizik, Atomik ve Moleküler Kimya","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar || Fen > Temel Bilimler > İstatistik ve Olasılık",Rank reversal on entropy-based weighting methods,10.17093/alphanumeric.1653266,ENG
1377130,9213,5.34387,7.0034833,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Mühendislik,"Kentsel Çalışmalar || Bilgisayar Bilimleri, Yapay Zeka || Bilgisayar Bilimleri, Yazılım Mühendisliği",Fen > Temel Bilimler > İstatistik ve Olasılık || Sosyal > Sosyal > Kentsel Çalışmalar || Sosyal > Sosyal > Sosyoloji,Akıllı Şehir Uygulamaları Farkındalık Ölçeği Geliştirme ve Uygulama Çalışması,10.18037/ausbd.1712489,TUR
1446155,20066,5.0306516,8.793528,Fen > Mühendislik,Fen > Mühendislik || Sosyal > Sosyal,"Bilgisayar Bilimleri, Bilgi Sistemleri || Hukuk",Sosyal > Sosyal > Hukuk,Kişisel Verilerin Yurt Dışına Aktarımı,10.26650/mecmua.2026.84.1.0007,TUR
1439541,19787,7.290102,6.762853,Sosyal > Sosyal,Sosyal > Sosyal,Hukuk || Kamu Yönetimi || Tarih,Sosyal > Sosyal > Hukuk || Sosyal > Sosyal > Ortaçağ ve Rönesans Çalışmaları || Sosyal > Sosyal > Tarih,Geç Orta Çağ Cenova’sında Tüketicinin Korunması ve Piyasa Gözetimi,10.48120/oad.1747007,TUR
1350401,5595,8.678013,7.8187084,Sosyal > Sosyal,Sosyal > Sosyal,Din Bilimi || Tarih,Sosyal > Sosyal > Antropoloji || Sosyal > Sosyal > Din Bilimi || Sosyal > Sosyal > Ortaçağ ve Rönesans Çalışmaları || Sosyal > Sosyal > Tarih,Ortaçağ İslam Dünyasında Sosyal İşlevleri Bakımından Ribatlar,10.24186/vakanuvis.1645102,TUR
1335164,4327,5.544041,7.0016646,Sosyal > Sosyal,Sosyal > Sosyal,İktisat || Kentsel Çalışmalar,Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi || Sosyal > Sosyal > İşletme,TRC2 Bölgesi Lojistik Köy Senaryolarının SWOT-AHS Bütünleşik Analizi ile Değerlendirilmesi,10.20491/isarder.2024.1929,TUR
1393159,13337,7.1655583,3.3267972,Fen > Tıp,Fen > Tıp,Odyoloji ve Konuşma-Dil Patolojisi || Nörolojik Bilimler,"Fen > Tıp > Klinik Nöroloji || Fen > Tıp > Pediatri || Sosyal > Sosyal > Eğitim, Özel",Assessment of alterations in regional homogeneity and amplitude of low-frequency fluctuations in children with dyslexia,10.55730/1300-0144.6072,ENG
1451720,20518,0.7665963,7.9130754,Fen > Mühendislik,Fen > Mühendislik,Nanobilim ve Nanoteknoloji,"Fen > Mühendislik > Nanobilim ve Nanoteknoloji || Fen > Temel Bilimler > Kimya, İnorganik ve Nükleer",Influence of precursor synthesis temperature and hydrothermal alkaline medium on agglomeration and crystal phase of barium titanate nanoparticles,10.55730/1300-0527.3792,ENG
1351218,5644,7.952174,6.9414845,Sosyal > Sosyal,Sosyal > Sosyal,Sosyoloji || Antropoloji || Tarih,Sosyal > Sosyal > Etnik Çalışmalar || Sosyal > Sosyal > Sosyoloji || Sosyal > Sosyal > Uluslararası İlişkiler,Diasporada Popüler Kültür: Ulusötesi Kimlik ve Yumuşak Güç Stratejileri,10.37679/trta.1739902,TUR
1321285,3589,3.9171376,3.6705277,Sosyal > Sosyal,Sosyal > Sosyal,Edebiyat,"Sosyal > Sosyal > Edebiyat || Sosyal > Sosyal > Film, Radyo, Televizyon || Sosyal > Sosyal > Tiyatro","Haitili Zonbiden Akılsız Yamyamlara: Sömürge, Siyasal Kimlik ve İsimlendirme",10.31122/sinefilozofi.1484743,TUR
1396681,14708,6.773089,7.5799127,Fen > Mühendislik,Fen > Mühendislik || Sosyal > Sosyal,Savunma Bilimleri || Uluslararası İlişkiler,Fen > Mühendislik > Savunma Bilimleri || Sosyal > Sosyal > Siyasi Bilimler || Sosyal > Sosyal > Uluslararası İlişkiler,THE U.S. ARMS SALES AND FOREIGN POLICY: TURKİYE’S AND GREECE’S FIGHTERS CASE,10.53443/anadoluibfd.1721872,ENG
1387206,11405,1.5028725,9.423648,Fen > Temel Bilimler,Fen > Temel Bilimler,"Fizik, Atomik ve Moleküler Kimya || Fizik, Katı Hal || Fizik, Partiküller ve Alanlar","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar || Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",Külçe Ybco Süperiletkenlerinin Tuzaklanan Manyetik Alan Ölçümlerine Bağlı Olarak Derin Öğrenme Yöntemleri Ile Kritik Akım Yoğunluklarının Tahmin Edilmesi,,TUR
